11D34R4V8T20W.txt;0;0;8;20;0.0;0.0;0.0;0.0;1;1665;42;484503;152468;0.0;0.0;10;10794;0;10800 
11D36R4V8T20W.txt;0;0;8;20;0.0;7884331.906413467;0.0;0.0;2;1450;41;523484;164992;24.0;0.0;6;10778;9403;10800 
11D38R4V8T20W.txt;0;0;8;20;0.0;7923293.212680267;0.0;0.0;2;1316;41;561444;172296;25.000000000000004;0.0;5;10769;10418;10800 
11D34R4V12T20W.txt;0;0;12;20;0.0;0.0;0.0;0.0;1;104;2;235959;66061;0.0;0.0;0;19949;0;10800 
11D36R4V12T20W.txt;0;0;-0.0;-0.0;0.0;0.0;1;0;0;0;0;0.0;0.0;0;0;0; 
11D38R4V12T20W.txt;0;0;-0.0;-0.0;0.0;0.0;1;0;0;0;0;0.0;0.0;0;0;0; 
11D10R3V8T20W.txt;0;0;8;20;1152731.807726;1152731.807726;0.0;0.0;1;134;9;1826;1922;7.0;0.0;0;189;204; 
11D12R3V8T20W.txt;0;0;8;20;1348198.5095560001;1348198.5095560001;0.0;0.0;1;181;18;7072;4683;8.0;0.0;0;236;250; 
11D14R3V8T20W.txt;0;0;8;20;2546462.492681199;2546462.492681199;0.0;0.0;1;306;21;13471;7585;13.0;0.0;0;162;219; 
11D16R3V8T20W.txt;0;0;8;20;2939362.3307043994;3016947.349122499;0.0;2939362.3307043994;5;1164;51;53121;29130;13.25;12.0;1;534;203; 
11D18R3V8T20W.txt;0;0;8;20;3583224.717928;3611889.2529297993;0.0;3583224.717928;5;968;48;74047;35329;13.5;14.0;0;686;218; 
11D20R3V8T20W.txt;0;0;8;20;3630012.267832;3669214.6641494;3604136.8718946;3630012.267832;3;948;36;74477;27459;14.5;15.0;0;752;406; 
11D22R3V8T20W.txt;0;0;8;20;4561822.066574799;4561822.066574799;0.0;0.0;1;631;24;67754;23397;16.0;0.0;0;838;876; 
11D24R3V8T10W.txt;0;0;8;10;1465374.7083704001;1465985.477593467;1463982.5080292001;1465374.7083704001;5;1870;69;937099;223633;16.333333333333332;17.0;2;17318;8985; 
11D24R3V8T20W.txt;0;0;8;20;4877075.621319199;4880931.812451599;4796146.584718199;4877075.621319199;3;1038;39;192654;64218;16.5;16.0;1;2876;2037; 
11D24R3V8T30W.txt;0;0;8;30;3669722.2790971994;3669722.2790971994;0.0;0.0;1;509;18;70367;18206;13.0;0.0;0;915;938; 
11D24R3V12T10W.txt;0;0;-0.0;-0.0;0.0;0.0;1;0;0;0;0;0.0;0.0;0;0;0; 
11D24R3V12T20W.txt;0;0;12;20;5734921.190878401;5744397.3267778;5708240.4452468;5734921.190878401;7;2190;90;2236689;754549;19.0;18.0;9;87483;30778; 
11D24R3V12T30W.txt;0;0;-0.0;-0.0;0.0;0.0;1;0;0;0;0;0.0;0.0;0;0;0; 
11D26R3V8T10W.txt;0;0;8;10;1497784.8505124005;1498794.2147560003;1496012.2649649603;1497784.8505124005;7;2818;117;1893953;533855;17.333333333333336;18.0;18;38600;17206; 
11D26R3V8T20W.txt;0;0;8;20;5043015.7015936;5043015.7015936;0.0;0.0;1;453;12;78155;27393;17.0;0.0;0;1337;1359; 
11D26R3V8T30W.txt;0;0;8;30;3753083.7164696;3753083.7164696;0.0;0.0;1;933;27;120773;38396;13.0;0.0;0;1788;1844; 
11D26R3V12T10W.txt;0;0;-0.0;-0.0;0.0;0.0;1;0;0;0;0;0.0;0.0;0;0;0; 
