8;15;1D10R3V8T15W.txt;10;3;1400543.9430188;1400543.9430188;0.0;0.0;1;252;6;1545;1394;6.0;0.0;0;172;203;326 
12;10;1D10R3V12T10W.txt;10;3;807829.0689972;807829.0689972;0.0;0.0;1;603;9;6654;6861;8.0;0.0;2;276;307;339 
12;15;1D10R3V12T15W.txt;10;3;1417778.5678348;1417778.5678348;0.0;0.0;1;539;12;7289;7948;7.0;0.0;1;107;135;163 
12;20;1D10R3V12T20W.txt;10;3;1911039.7314523999;1911039.7314523999;0.0;0.0;1;319;9;4155;4566;7.0;0.0;0;38;53;83 
16;15;1D10R3V16T15W.txt;10;3;1859853.7074444003;1859853.7074444003;0.0;0.0;1;608;12;24639;19078;8.0;0.0;1;202;234;273 
12;15;1D13R3V12T15W.txt;13;3;2272602.8463311996;2272602.8463311996;0.0;0.0;1;636;15;30363;15719;10.0;0.0;1;189;222;243 
12;15;1D16R3V12T15W.txt;16;3;2650915.2217592;2662047.3141551996;0.0;2650915.2217592;5;2131;42;198865;78251;12.0;12.0;2;1515;645;2238 
8;15;1D19R3V8T15W.txt;19;3;2366037.1741408;2366037.1741408;0.0;0.0;1;645;21;85513;25517;11.0;0.0;1;450;489;521 
12;10;1D19R3V12T10W.txt;19;3;2260091.3990623998;2260091.3990623998;0.0;0.0;1;1530;21;517565;173887;14.0;0.0;4;6593;6710;6747 
